QuestionID,SourceFolder,Part,Label,QuestionText,OptionA,OptionB,OptionC,OptionD,CorrectAnswer,Translation,ImageFile,AudioFile
E16-P2-11,16,2,Question 11,Make sure not to look at your flashcards too much when you are giving the speech.,But what if I forget everything? (正解),"Those cards are so far away, though.",The screen changes so quickly!,,A,"當你在演講的時候務必不要太常看字卡。

a. 可是如果我全都忘了怎麼辦?

b. 可是這些卡片太遠了。

c. 畫面變換的太快了!",,T16-02-016.mp3
E16-P2-12,16,2,Question 12,"Please allow me to introduce our daily special. Our chef has prepared smoked ribs, which comes with a choice of soup, salad, or fries on the side.",What dressings do you have for the salad?(正解),"Your chef doesn't really smoke, does he?","I'll take those three, please.",,A,"請容我介紹一下我們的每日特餐。 我們的主廚準備了煙燻肋排，會附湯、沙拉、或是搭配薯條。

a. 你們沙拉搭配哪些莎拉醬?

b. 你們主廚其實並不抽菸，對嗎?

c. 這三個我都要，麻煩您。",,T16-02-006.mp3
E16-P2-13,16,2,Question 13,I'm calling to inform you that your card will expire shortly. Do you want me to have a replacement card mailed to you?,Is there any additional fee for that?(正解),No thanks. The mail is too slow.,"Sure, but don't send me the short one again.",,A,"我是打來通知您的卡很快就要過期了。您想要我寄一張替換卡給你嗎?

a. 那會有額外的費用嗎?

b. 不用了謝謝。郵寄太慢了。

c. 當然，但是別再寄短的那個給我。",,T16-02-003.mp3
E16-P2-14,16,2,Question 14,My high school scores weren't quite high enough to apply to the university I wanted.,I wouldn't worry about that. Your scores will improve.,So what will you do instead?(正解),The application is simple though.,,B,"我的高中成績不夠高到可以申請我想要的大學。

a. 我並不擔心。你的成績會進步的。

b. 那接下來你會怎麼做?

c. 申請滿簡單的。",,T16-02-008.mp3
E16-P2-15,16,2,Question 15,"I've turned this place upside down, and I still can't find that envelope that I need.",Where did you see it last?(正解),No wonder the place is upside down!,Envelopes sometimes go missing.,,A,"我已經把這個地方翻遍了，我仍然找不到我需要的那個信封。

a. 你最後一次是在哪看到它?

b. 難怪這個地方弄反了!

c. 信封有時會遺失。",,T16-02-021.mp3
E16-P2-16,16,2,Question 16,"According to Mr. Chen, our meeting is probably going to be cancelled because so many staff members are sick.","The staff members always do that, don't they?",I think it was cancelled before.,There must be something going around. (正解),,C,"據陳先生說，我們的會議可能會被取消因為我們有太多工作人員生病了。 

a. 工作人員老是這麼作，對不對?

b. 我以為它以前就取消了。

c. 一定有什麼事發生了。





1. opinion n. 意見；評價

2. presenter n. 提出(報告)者

3. solve v. 解決；解答

Ex. You should be ready to solve any problem that may come along.

你應該隨時準備解決可能出現的問題。

4. attitude n. 態度；意見

5. impress v. 給...極深的印象/ n. 印象

Ex. I was very impressed by his story.他的故事深深打動了我。

6. financial adj.財政的

7. transfer v. 轉換；搬遷；換車

8. browse v.瀏覽

9. staff n.工作人員",,T16-02-015.mp3
E16-P2-17,16,2,Question 17,We will need a working visa to attend the meeting in Korea.,It's actually okay to work there.,"Yes, working will be tough.",We'd better get the forms in then. (正解),,C,"我們將會需要工作簽證去參加韓國的會議。

a. 在那裏工作是可以的。

b. 是的，工作會很辛苦。

c. 那我們最好去拿表格。",,T16-02-018.mp3
E16-P2-18,16,2,Question 18,Neither the slideshow nor the video gave us much information.,Likewise.,I felt the same. (正解),Whatever.,,B,"幻燈片跟影片都沒有給我們太多的資訊。 

a. 彼此。

b. 我也這麼覺得。 

c. 隨便。",,T16-02-022.mp3
E16-P2-19,16,2,Question 19,"Just for your information, we have room service until 2am. Just dial 0 on the phone in your room.","Good to know, we will definitely be taking advantage of that!(正解)","No matter what we do, it will be after 2am.","The phone number actually seems incorrect, right?",,A,"提供您參考， 我們的客房服務到凌晨兩點為止。只要用您房內電話撥0即可。

a. 那很好，我們一定會好好利用的!

b. 不管我們做什麼，將會是在凌晨兩點後。

c. 那電話號碼其實看來並不正確，對嗎?",,T16-02-007.mp3
E16-P2-20,16,2,Question 20,What does the flashing light on the fax machine indicate?,It means it's low on ink. (正解),It's not the only one.,The flashing stops.,,A,"傳真機上閃爍的燈號表示什麼?

a. 它表示墨水不足。 

b. 它不是唯一的。 

c. 閃爍停止了。",,T16-02-023.mp3
E16-P2-21,16,2,Question 21,It's been over a year since I've touch cigarette or had a coffee!,That's really unfortunate.,"If only you could do it, too!",Congratulations on that.(正解),,C,"自從我不碰香菸或咖啡已經超過一年了!

a. 那真的是很不幸。

b. 但願你也可以做得到!

c. 那要恭喜你了。







1. flash card n. 教學用的閃視卡片

2. screen n.螢幕；遮擋物/ v.掩蔽

Ex. We have screens on our windows to keep out the flies.

我們窗戶上有紗窗以擋蒼蠅。

3. branch n. 樹枝；分公司/ v.分支

4. announce n. 宣佈；發佈

5. allow v. 允許；認可

Ex. He doesn't allow cats in the room. 他不允許貓進入房內。

6. passport n. 護照；通行證

7. cigarette n. 香煙

8. congratulations n. 祝賀；恭喜",,T16-02-020.mp3
E16-P2-22,16,2,Question 22,Are you up-to-date with what's happening in Russia right now?,Not bad. Who was asking?,Not really. International news bores me. (正解),I went to Russia last year.,,B,"你知道俄羅斯現在最新發生的事嗎?

a. 還好。誰在問?

b. 不太清楚。國際新聞讓我覺得很無聊。

c. 我去年去過俄羅斯。",,T16-02-002.mp3
E16-P2-23,16,2,Question 23,"Does this bus go the whole way, or do I need to transfer?",I'm not sure. Better ask the driver. (正解),The transfer only lasts part way.,Most buses stop several times on the way.,,A,"這一路搭這部公車就可以到，或者是我需要轉車?

a. 我不確定。最好問一下司機。 

b. 只有在部分地方有得轉車。 

c. 大多數公車一路上會停好幾次。",,T16-02-013.mp3
E16-P2-24,16,2,Question 24,It was truly a pleasure meeting you at the conference last week.,The pleasure was all mine.(正解),The conference sure was boring!,It was more pleasurable than before.,,A,"上禮拜在會議中遇見你真是件令人愉快的事。

a. 是我的榮幸。 

b. 那真是個無趣的會議!

c. 它比以前更令人愉快。",,T16-02-024.mp3
E16-P2-25,16,2,Question 25,"Since you're up already, do you mind pouring another mug of coffee for me, please?","Sorry to say, but I just drank the last of it.(正解)",The mug is empty; you should grab it.,Upstairs is too far for that.,,A,"既然你已經起來了，你介意幫我再倒杯咖啡嗎?

a. 很抱歉，但是我剛喝完了最後一杯

b. 杯子是空的;你應該拿著它

c. 樓上太遠沒辦法幫你做",,T16-02-001.mp3
E16-P3-1,16,3,Question 1,What kind of product is being ordered?,Bathroom supplies.,Paper forms.,Signage. (正解),Stationery.,C,"訂單中訂購的商品為以下何種？

a. 浴廁用品。

b. 紙本表格。

c. 招牌。

d. 文具店。",,T16-03-011-01.mp3
E16-P3-2,16,3,Question 2,Look at the graphic. Which item on this table was not ordered by the man?,88(正解),102,442,612,A,"請見圖表。表格中哪一項商品不是該男子訂購的？

a. 88

b. 102

c. 442

d. 612",,T16-03-011-02.mp3
E16-P3-3,16,3,Question 3,Why does the man want to email the woman?,To reconfirm the order.,To make sure the names are spelled correctly.  (正解),To notify her about some employee problems.,To request a custom order.,B,"該男子為什麼要寄送email給該女子？

a. 再次確認訂單。

b. 確認名字拼字都正確。

c. 知會她一些員工問題。

d. 要求一份客製的訂單。",,T16-03-011-03.mp3
E16-P3-4,16,3,Question 4,"According to the man who answers the phone, what is this hotel known for?",its proximity to the airport(正解),its fine dining,its location right inside the airport,its luxury spa,A,"根據回答電話的男子所言，這間飯店因以下何者選項而著名？

a. 鄰近機場

b. 精美的餐點

c. 位於機場內

d. 奢華的spa(水療)",,T16-03-013-01.mp3
E16-P3-5,16,3,Question 5,Look at the graphic. On which floor of the hotel is Mr. Lester Green staying?,the ground floor,the first floor,the second floor(正解),the third floor,C,"請見圖表。Lester Green先生待在飯店哪一層樓？

a. 地面層

b. 第一樓

c. 第二樓

d. 第三樓",,T16-03-013-02.mp3
E16-P3-6,16,3,Question 6,How did the man help the woman contact Mr. Lester Green?,He took a message.,He put her call through.,He personally went to find Mr. Lester Green.,He sent somebody to find Mr. Lester Green. (正解),D,"該男子如何幫助女子連繫Lester Green先生？

a. 他收留言。

b. 他幫她接通電話。

c. 他親自去找Lester Green先生。

d. 他請別人去找Lester Green先生。",,T16-03-013-03.mp3
E16-P3-7,16,3,Question 7,Why did the woman place the phone call?,She can't get online at the moment. (正解),She keeps getting a pop up that says to contact the provider.,Her Internet has been down for 10 minutes.,Her e-mail seems to be temporarily blocked.,A,"為什麼這個女人打了這個電話?

a. 她現在不能上網

b. 她不斷收到彈出訊息說與服務提供者聯絡。

c. 她的網路已經斷線十分鐘了

d. 她的電子信箱似乎被暫時鎖住了",,T16-03-004-01.mp3
E16-P3-8,16,3,Question 8,In what situation does the man say she should call them again?,After she waits 10 minutes.,If she wants to renew her Internet in 10 minutes.,If the experts don't arrive in 10 minutes.,If she can't access the net in 10 minutes.(正解),D,"在什麼情況下這個男人說她應該再撥電話給他們?

a. 在她等候十分鐘之後

b. 如果她想要在十分鐘內續約她的網路

c. 如果專業人員在十分鐘內沒有到的話

d. 如果她十分鐘內沒有辦法上網",,T16-03-004-02.mp3
E16-P3-9,16,3,Question 9,What was the first thing the man asked the woman to do?,Read to him what it says on the screen.,Close her Internet browser. (正解),Open up 'System Preferences'.,Click 'Internet Connectivity'.,B,"這個男人要求這個女人做的一件事是什麼?

a. 把螢幕上說了什麼念給他聽

b. 關掉她的網路瀏覽器

c. 開啟 '系統參數'

d. 在'網路連線功能'上點兩下",,T16-03-004-03.mp3
E16-P3-10,16,3,Question 10,Why does the teacher believe that the Spanish immersion program would be good for Fred?,Because his family already speaks Spanish at home.,Because Fred is a smart student. (正解),Because Fred is the teacher's favorite student.,Because Fred already learned a little Spanish in kindergarten.,B,"為什麼老師相信完全用西班牙上課的課程對佛瑞德是好的?

a. 因為他的家人在家已經都講西班牙語了

b. 因為佛瑞德是一個聰明的學生

c. 因為佛瑞德是老師最喜歡的學生

d. 因為佛瑞德在幼稚園已經學了一點西班牙語了",,T16-03-007-01.mp3
E16-P3-11,16,3,Question 11,Which of the following is true about students that have taken Spanish immersion from elementary to high school?,Their English scores are sometimes a little lower.,Their English scores are the same as normal students. (正解),Their English scores are better than normal students.,Their English ability suffers but their Spanish is great.,B,"以下關於學生已經從國小到高中完全都用西班牙語上課哪一個是事實?

a. 他們的英文成績有時候會有點低

b. 他們的英文成績跟一般學生一樣

c. 他們的英文成績比一般學生好

d. 他們的英文能力變糟但是西班牙文很好",,T16-03-007-02.mp3
E16-P3-12,16,3,Question 12,What is the mother's main concern initially?,That her son will forget how to speak English.,That her son will have trouble learning a second language.,That her son will strongly dislike Spanish.,That her son will not learn English as well. (正解),D,"剛開始這個媽媽主要的擔心是什麼?

a. 她兒子會忘記怎麼講英文

b. 她兒子對於學第二外語會有困難

c. 她兒子非常不喜歡西班牙語

d. 她兒子英文會學不好",,T16-03-007-03.mp3
E16-P3-13,16,3,Question 13,What new complaint does the man make during this phone call?,The garbage men are not taking all the garbage.,The garbage men are blocking the entrance to his business.,The garbage men are making a mess.,The garbage men are smoking near the rear entrance. (正解),D,"在電話中這個男人有什麼新的抱怨?

a. 垃圾清潔員沒有拿走所有的垃圾

b. 垃圾清潔員擋住他做生意的出入口

c. 垃圾清潔員弄得亂七八糟

d. 垃圾清潔員在後方入口抽菸",,T16-03-010-01.mp3
E16-P3-14,16,3,Question 14,What is the woman going to do after this phone call?,Tell the waste disposal workers to do a better job.,Have the dumpster removed immediately.,Pass the complaint on to the appropriate manager. (正解),Fire the responsible workers.,C,"打完這通電話之後這個女人將會怎麼做?

a. 告訴清潔隊員把工作做好一點

b. 把垃圾箱立刻移走

c. 把這個客訴轉給負責的經理

d. 把需要負責的工人開除",,T16-03-010-02.mp3
E16-P3-15,16,3,Question 15,What was the effect of the man's original complaint on November 12th?,The problem did not change. (正解),The workers stopped taking his garbage.,The workers started smoking there too.,The workers fixed the problem.,A,"這個男人在十一月十二日的初次客訴有什麼效果?

a. 問題沒有改善

b. 工作人員停止收他的垃圾

c. 工作人員開始在那裡抽菸

d. 工作人員解決了這個問題",,T16-03-010-03.mp3
E16-P3-16,16,3,Question 16,What was the woman's 'secret incentive'?,She bought drinks for the top sellers.,The lowest sellers had to treat the highest sellers.(正解),She took the top sellers round to a bar.,They had a drinking competition.,B,"這個女人的秘密誘因是什麼?

a. 她請銷售高手們喝酒

b. 銷售成績最低的必須要請銷售成績最高的喝酒

c. 她請銷售高手們到酒吧喝上一輪酒

d. 他們有喝酒的競賽",,T16-03-009-01.mp3
E16-P3-17,16,3,Question 17,What were the results of her strategy?,They were just under target.,The met all the targets.,They went over the targets. (正解),They revised all the targets.,C,"她的策略成效如何?

a. 他們只低於銷售目標

b. 他們達到所有的目標

c. 他們超越了目標

d. 他們修改了所有的目標",,T16-03-009-02.mp3
E16-P3-18,16,3,Question 18,"What does the woman mean by the expression, 'the oldest trick in the book'?",A commonly used and effective strategy. (正解),A common way for old people to trick young people.,A trick from a very famous book.,A strategy that originates in the Christian holy book.,A,"這個女人所說的""書上用的老招數""是指什麼?

a. 一個慣用且有效的策略 

b. 一個老年人慣用於年輕人身上的招數

c. 一個出自一本非常有名的書上的招數

d. 一個出自基督教聖書上的策略",,T16-03-009-03.mp3
E16-P3-19,16,3,Question 19,What is the job title of the two women?,Teacher.,Doctor.,Dentist.,Secretary. (正解),D,"以下選項何者是這兩位女士的工作頭銜？

a. 老師

b. 醫生

c. 牙醫

d. 秘書",,T16-03-006-01.mp3
E16-P3-20,16,3,Question 20,Which of these recommended items is not proposed by either woman for the waiting area?,Toys for children.,Magazines.,Entertaining books for adults. (正解),A TV.,C,"這些用於等候區的物件中，那一項兩位女士都沒提及？ 

a. 小孩的玩具

b. 雜誌

c. 給成人的娛興書籍

d. 一台電視",,T16-03-006-02.mp3
E16-P3-21,16,3,Question 21,Why might some patients be nervous?,Because they are very sick.,Because the children are playing everywhere.,Because they are late for their appointments.,Because seeing a dentist can be stressful. (正解),D,"為什麼有一些病人可能會緊張?

a. 因為他們病的很重

b. 因為小孩子到處玩

c. 因為他們約診遲到了

d. 因為看牙醫可能會緊張",,T16-03-006-03.mp3
E16-P3-22,16,3,Question 22,How did the man feel when he showed up in casual clothing at the last company banquet?,Awkward.,Embarrassed.,He didn't care. (正解),"He didn't notice, because he was focused on his girlfriend.",C,"這個男人穿著休閒服出現在公司上次的晚宴時有何感覺?

a. 尷尬

b. 困窘的

c. 他不在乎

d. 他沒有注意到，因為他集中注意力在她女朋友身上",,T16-03-008-01.mp3
E16-P3-23,16,3,Question 23,Why is he so sure that his date will get in?,Because he notified them in advance.,Because she has a ticket.,Because dates are allowed.,Because there should be free space. (正解),D,"為什麼他這麼確定她可以攜伴參加?

a. 因為他事先通知他們了

b. 因為她已經有票了

c. 因為攜伴參加是被允許的

d. 因為應該有空位",,T16-03-008-02.mp3
E16-P3-24,16,3,Question 24,How is Jim going to dress tonight?,He will wear whatever his date likes on him.,He will dress in casual attire.,He will probably dress formally this time. (正解),He hasn't decided yet.,C,"吉姆今晚將穿什麼?

a. 他會穿上任何他的女伴喜歡的

b. 他將會休閒裝扮

c. 這次他可能會作正式穿著

d. 他還沒決定要穿什麼",,T16-03-008-03.mp3
E16-P3-25,16,3,Question 25,Where is this conversation most likely taking place?,At a petrol station. (正解),At a laundry shop.,At a window shop.,At the mechanics.,A,"這段對話最可能發生在何處？

a. 加油站。

b. 洗衣店。

c. 門窗店。

d. 修車廠。",,T16-03-001-01.mp3
E16-P3-26,16,3,Question 26,"Based on the woman's words, what is the best description for her car?",Old and used.,New and expensive.(正解),Fancy and sporty.,Large and fast.,B,"根據女士說的話，對她的車子的最佳形容是什麼？

a. 老舊的。

b. 新穎昂貴的。

c. 花俏輕便的。

d. 大又快的。",,T16-03-001-02.mp3
E16-P3-27,16,3,Question 27,Why doesn't the woman opt for the 3.49 service?,It's too pricey.,She doesn't have the time.(正解),She prefers it to be done by hand.,The full wash is unnecessary.,B,"那女士為什麼不選3.49元的服務？

a. 它太貴了。

b. 她沒有時間。

c. 她偏好手工洗。

d. 沒有必要全車洗。",,T16-03-001-03.mp3
E16-P3-28,16,3,Question 28,What is the woman's role?,bartender,bank teller,cashier(正解),store manager,C,"該女子的角色為以下何者？

a. 調酒師

b. 銀行行員

c. 結帳櫃台人員

d. 店經理",,T16-03-012-01.mp3
E16-P3-29,16,3,Question 29,Look at the graphic. Where is this information printed?,on a store voucher,on a coupon,on a receipt,on a store credit(正解),D,"請見圖表。這項訊息會在何處列印出來？

a. 在商店的抵用券上。

b. 在折價券上。

c. 在收據上。

d. 在商店購物額度卡上。",,T16-03-012-02.mp3
E16-P3-30,16,3,Question 30,What will be the total of the man's order after he grabs a few more items?,less than 50 dollars,50 dollars exactly,more than 50 dollars (正解),12 dollars,C,"在該男子多買幾件商品後，訂單總金額多少？

a. 少於50元。

b. 剛好是50元。

c. 超過50元。

d. 12元。",,T16-03-012-03.mp3
E16-P3-31,16,3,Question 31,Why did the man call in sick today?,He's had a cold all week.,He ate something bad and doesn't feel well.,He had a fever in the morning. (正解),His doctor said he shouldn't work.,C,"為什麼這個男子今天請病假?

a. 他感冒一整個禮拜了

b. 他吃到不乾淨的東西覺得不太舒服

c. 他早上發燒了

d. 他的醫生說他不應該工作",,T16-03-003-01.mp3
E16-P3-32,16,3,Question 32,Will the man be able to attend the meeting tomorrow?,Definitely not because he is too ill.,Only if his doctor gives him the best medicine.,He will try to recover and make it. (正解),"No, the staff members will have it without him.",C,"這個男子明天能夠參加會議嗎?

a. 絕對沒辦法因為他病的太重了

b. 只要他的醫生給他最好的藥就可以了

c. 他會努力康復並參加會議

d. 不能參加，幕僚人員會自己開會。",,T16-03-003-02.mp3
E16-P3-33,16,3,Question 33,Why does the woman insist they have it tomorrow?,Because she wants to employees to get the info before the weekend.(正解),Because the employees must tell her about the budget plan.,Because the meeting has already been delayed before.,Because the staff members have many questions.,A,"為什麼那個女人堅持他們明天要照常舉行會議呢?

a. 因為她希望員工能在周末之前得到這個資訊

b. 因為員工必須告訴她相關的預算案

c. 因為會議之前已經被延期了

d. 因為幕僚人員有很多問題",,T16-03-003-03.mp3
E16-P3-34,16,3,Question 34,What exactly are the man and woman doing today?,Putting their house up for sale.,Choosing the holiday home that they will rent.,House shopping. (正解),Renovating a house.,C,"這個男人和這個女人今天到底做了什麼事?

a. 賣掉他們的房子

b. 選擇他們要租的渡假屋

c. 看房子

d. 整修房子",,T16-03-005-01.mp3
E16-P3-35,16,3,Question 35,What is stopping the man from going with this one?,The low ceiling in the staircase.,The size of the backyard.,They didn't see enough places yet. (正解),There are no washing machine and dryer in the basement.,C,"是什麼讓這個男人不想買這間房子?

a. 低矮的樓梯間天花板

b. 後院的大小

c. 他們看的房子還不夠多

d. 地下室沒有洗衣機和烘乾機",,T16-03-005-02.mp3
E16-P3-36,16,3,Question 36,Which feature is not mentioned as a positive one for this place?,The location. (正解),The backyard.,The balcony.,The private bathroom.,A,"這個地方哪一個特點沒有被提到是正面的?

a. 地點

b. 後院

c. 陽台

d. 私人衛浴間",,T16-03-005-03.mp3
E16-P3-37,16,3,Question 37,Where is this conversation taking place?,In a glasses and contact lens shop.(正解),At the eye doctor's office.,In a local pharmacy.,At a camera lens shop.,A,"這段對話是在哪裡發生的?

a. 在眼鏡店

b. 在眼科醫生的辦公室

c. 在當地的藥房

d. 在賣照相機鏡頭的店",,T16-03-002-01.mp3
E16-P3-38,16,3,Question 38,Which symptom is not mentioned by the man?,He feels dizzy and off-balance.,He got a headache.,He can't see things on TV well. (正解),The horizon looks warped.,C,"哪一個症狀是這個男子沒有提到的?

a. 他覺得頭暈和失去平衡

b. 他會頭痛

c. 他沒有辦法清楚的看電視

d. 視野看起來是扭曲的",,T16-03-002-02.mp3
E16-P3-39,16,3,Question 39,"If the prescription is wrong, what will be the cost of the replacement lenses?",They will be free of charge. (正解),They will be the same price as the original ones.,The cost is not mentioned.,They will be 4.5 dollars.,A,"如果度數是錯的，要更換一副眼鏡要花多少錢?

a. 免費

b. 跟原來那一副同樣價錢 

c. 費用沒有被提到

d. 要花四點五塊美金",,T16-03-002-03.mp3
E16-P4-1,16,4,Question 1,Who is the person that is speaking?,A politician.(正解),A lawyer.,A businessman.,A company leader.,A,"說話者為何人？

a. 政治人物。

b. 律師。

c. 商人。

d. 公司的領導者。",,T16-04-008-01.mp3
E16-P4-2,16,4,Question 2,What community service did some people say that he has given less money to?,Hospitals.,Schools.,The police.(正解),Jails.,C,"有些人說他給予何種公共服務較少的錢？

a. 醫院。

b. 學校。

c. 警察局。 

d. 監獄。",,T16-04-008-02.mp3
E16-P4-3,16,4,Question 3,What positive change does he claim that he made in the last term?,School test scores are up.(正解),Crime on the streets is down.,Vandalism is increasing.,People are happier.,A,"他聲稱在上個任期內作了那種良性的改變？

a. 學校測驗成績提升。

b. 街頭犯罪下降。

c. 公共毀損增加。

d. 人們更快樂。",,T16-04-008-03.mp3
E16-P4-4,16,4,Question 4,Which of the following is true about the Lantech merchandising team?,Staff members work independently.,They deal mainly with home appliances.,There are few members.(正解),They don't allow maternity leaves.,C,"關於聯科採購團隊下列何者為真？

a. 員工們獨立作業。

b. 他們主要負責家用產品。

c. 成員有數位。

d. 他們不給育嬰假。",,T16-04-002-01.mp3
E16-P4-5,16,4,Question 5,What will Ben do once this speaker finishes her announcement?,Begin his training.,Finish being mentored by Tiffany.,Tell them more about himself.(正解),Introduce his plans for the company.,C,"說話者宣佈結束後班會做什麼？

a. 開始他的訓練。

b. 結束被緹芬妮的指導。

c. 告訴大家更多關於自己的事。

d. 介紹他對公司的計劃。",,T16-04-002-02.mp3
E16-P4-6,16,4,Question 6,How would you describe Ben's new position?,Temporary.(正解),Part-time.,Permanent.,Replaceable.,A,"班的新職位該如何形容？

a. 暫時的。

b. 臨時的。

c. 永久的。

d. 可取代的。",,T16-04-002-03.mp3
E16-P4-7,16,4,Question 7,Which of the following guarantees is not made?,All the movies listed will be available.,The movie will arrive in 4 hours or less.,You can place orders at any time.,Delivery is always free.(正解),D,"下列何者並未保證？.

a. 所有列出的電影都租得到。

b. 電影會在四小時或更短時間內送到。 

c. 任何時候都可以下訂單。

d. 一律免運費。",,T16-04-006-01.mp3
E16-P4-8,16,4,Question 8,How can you find out if your house is near a Pay-Per-Watch outlet?,Just give them a call.,Use the online store-finder service.(正解),"Try ordering, and see if it arrives in 4 hours or less.",Just click the button.,B,"如何才能夠得知自己的房子是否靠近「隨看隨付」門市？

a. 直接打電話。

b. 使用線上找尋門市服務。

c. 試訂片子，看看是否在四小時或更短時間那送到。

d. 僅須按一下按鈕。",,T16-04-006-02.mp3
E16-P4-9,16,4,Question 9,Look at the graphic. How was this list compiled by Pay-Per-Watch?,It analyzed the user's favorite actors.,It is based on which movies are most watched.,It is based on the user's location.,It comes from users with similar preferences. (正解),D,"請見圖表。即付即看電影頻道如何編輯出這張表單？

a. 分析使用者最喜愛的演員。

b. 根據哪一部電影是最多人觀賞的。

c. 根據使用者的所在位置。

d. 來自喜好相似的使用者。",,T16-04-006-03.mp3
E16-P4-10,16,4,Question 10,How is the speaker going to deal with the complaints?,He will lay the worker off.,The telemarketer must apologize to the people who complained.,This time he is just warning the staff member.(正解),The employee must go through training again.,C,"說話者將要如何處理這些抱怨？

a. 他會開除這名員工。

b. 該名電話市調員必須向提出抱怨的人道歉。

c. 這次只是警告該名員工。

d. 該員工須再次完成訓練。",,T16-04-001-01.mp3
E16-P4-11,16,4,Question 11,What did the telemarketer ask about that was inappropriate?,"How old they were, and if they were married.(正解)",What they like to do for pleasure.,What they personally think about the survey.,Their annual salary.,A,"該電話市調員問了什麼不恰當的問題？

a. 對方的年齡以及是否已婚。

b. 喜歡做什麼消遣。

c. 關於問卷調查的個人看法。

d. 對方的年薪。",,T16-04-001-02.mp3
E16-P4-12,16,4,Question 12,How should the telemarketer begin every phone call?,With survey questions only,With casual small talk.(正解),By asking their age.,By telling them about the survey.,B,"電話市調員的每通電話應如何起頭？

a. 僅限於問卷的問題。

b. 不拘形式的閒聊。

c. 詢問對方年齡。

d. 向對方解說該問卷。",,T16-04-001-03.mp3
E16-P4-13,16,4,Question 13,Why does the Dean begin her announcement by apologizing?,Because it will be pretty long.,Because it is during class time. (正解),Because it is uncommon to make announcements.,Because what she is saying might bother some people.,B,"為什麼院長以致歉開頭？

a. 因為將會很長。

b. 因為那是在上課時間。

c. 因為宣佈很罕見。

d. 因為她所說的事可能會困擾某些人。",,T16-04-005-01.mp3
E16-P4-14,16,4,Question 14,What new building has just opened on campus?,A transfer department.,The Arts and Humanities building.,The Rutherford Library.(正解),Blue bins for distributing scholarship info.,C,"校園裏什麼新建築物剛剛落成？

a. 通閱部門。

b. 藝術與人文大樓。 

c. 魯瑟福特圖書館。

d. 發送獎學金資訊的藍色箱子。",,T16-04-005-02.mp3
E16-P4-15,16,4,Question 15,Where are the blue bins located?,In busy locations. (正解),In the new library.,Everywhere on campus.,In the scholarship office.,A,"藍色箱子放置於何處？

a. 往來繁忙之處。

b. 新圖書館內。

c. 校園裏的每一處。

d. 獎學金辦公室。",,T16-04-005-03.mp3
E16-P4-16,16,4,Question 16,Why do you need to register this software?,Because it is illegal not to.,So that you can get a code for getting help if needed.(正解),So that the photo editing software performs correctly.,Because online registration is the easiest way.,B,"為什麼你必須註冊該軟體？

a. 因為不作是違法的。

b. 如此才能取得如果需要幫助時要用的代碼。

c. 如此該照片編輯軟體才能正確的執行。

d. 因為線上註冊是最簡便的方式。",,T16-04-003-01.mp3
E16-P4-17,16,4,Question 17,What information will you need handy when registering on the website?,The code provided in the installation process.,The code they sent to you by e-mail.,Your password.,The pin number from the box.(正解),D,"當在網站上註冊時你會需要什麼有用的資訊？

a. 安裝程序時所提供的代碼。

b. 由電子郵件寄給你的代碼。

c. 你的密碼。

d. 盒子上的個人識別號碼。",,T16-04-003-02.mp3
E16-P4-18,16,4,Question 18,In which case is it indicated you should get live support?,If the box doesn't have a pin number.,If you fail to receive an e-mail.,If the code they provide doesn't work.(正解),If your password is not recognized.,C,"在哪種情況顯示你應該要求線上協助？

a. 如果盒子上沒有個人識別號碼。

b. 如果你沒有收到電子郵件。

c. 如果他們提供的代碼不能用。

d. 如果你的密碼不被承認。",,T16-04-003-03.mp3
E16-P4-19,16,4,Question 19,What is causing delays at the moment on 34th West Avenue?,An accident on the bridge.(正解),Rush hour traffic.,Construction.,Alternative routes are blocked.,A,"是什麼造成目前在第34西大街的延誤？

a. 橋上的一起事故。

b. 尖峰時段的車流。

c. 施工。

d. 替代道路封閉。",,T16-04-004-01.mp3
E16-P4-20,16,4,Question 20,Which of the following is not true about this report?,It is on the radio.,It is updated hourly.,The speaker is in a helicopter.(正解),It reports traffic conditions across the city of Calgary.,C,"關於該報導下列何者非真？

a. 這是在收音機上。

b. 每小時更新。

c. 播報員在直昇機上。

d. 它報導整個卡爾加里市的交通狀況。",,T16-04-004-02.mp3
E16-P4-21,16,4,Question 21,What should you do if you live in a small town north of the city?,Use other routes to get home.,Avoid the Yellowhead Highway.,Drive home carefully.(正解),Wait until construction finishes.,C,"如果你是住在該市北方的一個小鎮時應該怎麼辦？

a. 利用其他道路回家。

b. 避開黃頂公路。

c. 小心開車回家。

d. 等到施工結束。",,T16-04-004-03.mp3
E16-P4-22,16,4,Question 22,Who is the speaker?,Cindy's mother.(正解),Cindy's grandmother.,Ted's mother.,Ted's grandmother.,A,"致詞者是何人？

a. 莘蒂的母親。

b. 莘蒂的祖母。

c. 泰德的母親。 

d. 泰德的祖母。",,T16-04-010-01.mp3
